TH	0.0314062703358
HE	0.0298705907066
IN	0.0191955997755
ER	0.0189740694838
AN	0.0182212620818
RE	0.0144342808632
ND	0.014001110025
ED	0.0129884001201
HA	0.0118930119456
ES	0.0118653206592
AT	0.011534211991
TO	0.0115128501415
EN	0.0114994000881
ON	0.0111793679345
HI	0.0105784670183
NT	0.0102113596778
NG	0.0100899136071
EA	0.0100776503231
ST	0.0098126051527
OU	0.0094225536034
AS	0.0091495966369
IS	0.0089229236777
IT	0.0086380990169
OR	0.0081772368922
TE	0.0078710503819
SE	0.0075858301314
ET	0.00746596642
AR	0.0073654866091
TI	0.0073504541964
OF	0.00697503947
SA	0.0069453702345
LE	0.0068872185329
RO	0.0066213821829
NE	0.0062384512501
NO	0.0061617068276
ME	0.0060786329682
SH	0.0060208768565
TA	0.0060113827011
RI	0.0059726149
AL	0.0059702413612
DE	0.0059536265893
OT	0.0058313893391
VE	0.0057855009215
SS	0.0057498978389
HO	0.005717063885
TT	0.0056426930013
DT	0.0055469602681
SO	0.005528763137
LL	0.0053456050566
EL	0.0053289902847
SI	0.005322265258
CE	0.0052122912918
WA	0.0051948853403
CO	0.0050876805027
WH	0.0050433744443
RA	0.0049690035607
OM	0.0048665458008
EW	0.004819075024
AD	0.0047996911235
DI	0.0047435173709
EC	0.0047055407495
MA	0.0045844902687
DA	0.0045670843172
NA	0.0045374150817
EM	0.0045259429773
BE	0.0045057678972
UT	0.0044923178438
OW	0.0044832192782
CH	0.0044559235815
EE	0.0043969807004
RS	0.0042897758628
WI	0.0042256903141
NC	0.0040725970589
LI	0.0040658720322
LY	0.0040599381851
IM	0.0040081159205
US	0.0036904573058
RT	0.00368175433
LO	0.0036216246794
LA	0.00362043791
ID	0.0036089658056
DO	0.0036038231381
AI	0.0035872083662
NS	0.0035563523613
OS	0.0035377596404
EH	0.0035326169729
IC	0.003499783019
UN	0.0034989918394
FO	0.0034519166524
NI	0.0034171047494
IL	0.0034131488513
OL	0.0034115664921
EO	0.0033834796159
EF	0.0033751722299
EI	0.0033692383828
IE	0.003368842793
PE	0.0033609309969
TS	0.0033455029944
FT	0.0032909116011
UR	0.0032485834918
AC	0.0032422540549
GH	0.0032414628753
OO	0.0032295951811
PR	0.0031267418314
EP	0.0031208079843
YO	0.0031184344454
WE	0.003117247676
IO	0.0029898677583
DH	0.002970088268
DS	0.0029510999572
MO	0.0029329028261
LD	0.0028834541003
OV	0.0027750624933
TR	0.0027358991024
HT	0.0027145372529
CA	0.0026884283257
EV	0.0026461002163
GA	0.0025808278983
UL	0.0025511586628
GE	0.0024756010097
RY	0.002423778745
YA	0.0024012301261
FR	0.0023964830484
IR	0.0023842197644
FA	0.0023407048857
MI	0.0023082665215
TW	0.0022983767763
AM	0.002280575235
KE	0.0022667295918
RR	0.0022097646597
AY	0.0022018528635
FI	0.0021994793247
SW	0.0021955234266
DR	0.0021168010551
PA	0.0021073068998
AP	0.0020902965381
BU	0.0020895053585
YT	0.0020752641254
SP	0.0020539022759
RD	0.0020364963244
EY	0.0020139477054
WO	0.0019834872903
PO	0.0019787402126
GT	0.0019609386713
EB	0.001955400414
FE	0.0019478842077
VI	0.0019372032829
GO	0.0019091164067
AV	0.0018853810183
DB	0.0018632279891
SU	0.0017801541297
TU	0.0017758026418
EG	0.001765121717
SC	0.0017548363821
DN	0.0017492981248
PI	0.0017346613019
IG	0.001724375967
AB	0.001703805297
PL	0.0016919376028
DW	0.0016713669329
TL	0.0016622683673
AG	0.0016484227241
CT	0.0016480271343
OD	0.0016349726707
RM	0.0016246873357
BO	0.001619940258
OP	0.0016128196415
NH	0.0015958092798
TY	0.0015835459958
SM	0.0015772165589
LT	0.0015348884496
IF	0.0015214383962
YS	0.0015186692675
GI	0.0015060103937
MP	0.0014933515199
KI	0.0014810882359
OK	0.0014743632092
OH	0.0014470675125
IA	0.0014395513062
BL	0.0014387601266
IV	0.0013829819639
UG	0.0013359067769
OA	0.0013343244177
GR	0.0013260170317
FF	0.0013086110802
AW	0.0013082154904
RN	0.0012821065632
RU	0.0012809197938
BA	0.0012797330244
YE	0.0012591623544
DD	0.0012461078908
EX	0.0012401740437
RH	0.0012259328107
SF	0.0012164386553
OI	0.0012112959878
NW	0.0011875605994
SB	0.0011772752644
UP	0.0011385074634
YI	0.0011246618202
NL	0.0011040911502
DL	0.0011021132012
LF	0.0010898499172
SL	0.0010827293007
MT	0.0010716527861
AK	0.0010661145288
PP	0.001057411553
MS	0.0010455438588
DF	0.0010419835506
CK	0.0010396100117
AF	0.0010380276525
DP	0.0010356541137
SN	0.0010324893952
MY	0.0010305114462
CI	0.0010269511379
YW	0.0010214128806
PT	0.0010135010845
LS	0.0010091495966
BY	0.0010087540068
AU	0.001008358417
RC	0.0009933260044
NN	0.0009873921573
TB	0.0009775024121
NY	0.0009747332835
WN	0.0009636567689
SK	0.0009624699995
OB	0.0009620744097
DM	0.0009604920504
RW	0.0009506023053
OC	0.0009498111256
QU	0.0009213286596
YH	0.000889681475
UC	0.0008865167566
VA	0.0008845388076
NF	0.0008726711134
TC	0.000861199009
KN	0.0008592210599
FH	0.0008485401352
TM	0.0008370680308
HH	0.0008307385939
CR	0.0008248047468
RL	0.0008034428972
GS	0.0008022561278
CL	0.0007994869991
FU	0.0007979046399
DC	0.0007923663826
BR	0.0007824766375
TF	0.0007753560209
UE	0.0007646750962
DU	0.0007595324287
RF	0.0007587412491
UI	0.000744500016
DY	0.0007361926301
GL	0.0007357970403
UA	0.0007278852441
RG	0.0007274896543
SD	0.0007274896543
MU	0.000719973448
GU	0.0006875350839
TD	0.0006847659552
HU	0.0006768541591
YB	0.0006713159018
CU	0.0006701291324
MB	0.0006649864649
NK	0.0006634041057
TP	0.0006535143605
MM	0.0006519320013
RP	0.0006475805134
UD	0.0006420422561
LU	0.00063413046
NB	0.0006333392804
UM	0.0006317569211
DG	0.0006266142537
SR	0.0006242407148
HR	0.000623845125
FL	0.0006187024575
VO	0.0006179112779
RB	0.0006179112779
TN	0.0006009009162
OG	0.000599318557
IK	0.0005969450182
IB	0.0005811214259
YD	0.0005743963992
KA	0.0005684625521
WS	0.0005652978336
YF	0.0005597595763
EU	0.0005498698312
NU	0.0005474962923
GN	0.0005427492147
XP	0.000541958035
YC	0.0005229697243
LW	0.0005229697243
