THAT	-1.98299751071428
THER	-1.99477592385331
WITH	-2.21999809668992
DTHE	-2.25772665560541
NTHE	-2.35457917450529
OTHE	-2.3736643977235
OFTH	-2.4521323721077
TTHE	-2.47595697094825
FTHE	-2.5040149237434
TION	-2.52829095644856
THES	-2.57802909166649
EAND	-2.58527788782217
HERE	-2.60015878429631
INGT	-2.68341392609476
ANDT	-2.68414376434635
SAND	-2.70653918785488
ETHE	-2.74562053789735
THEM	-2.76179621018138
THEC	-2.79061357247057
NDTH	-2.81084942840994
TOTH	-2.87501969323696
EDTH	-2.89495193128866
INCE	-2.91039508453094
OULD	-2.92484131701306
ATTH	-2.93511058416992
INTH	-2.95949045242623
THIN	-2.96592134275652
RINC	-2.96882879109764
HING	-2.97662356911551
STHE	-2.99206662286084
PRIN	-3.00540015373031
NGTH	-3.02129766425231
ANDS	-3.03226794910835
THIS	-3.03779855428756
EDTO	-3.04057536967821
SAID	-3.04790140977028
INGA	-3.06520715686788
FROM	-3.09816324455117
THEF	-3.10592524988666
DAND	-3.1148705201198
WERE	-3.11524498183546
EVER	-3.14992172734841
HECO	-3.16476574990959
DNOT	-3.16673541767264
IGHT	-3.17385851862546
THEY	-3.17385851862546
RTHE	-3.17664237407217
WHAT	-3.18705079469903
TAND	-3.2049156628368
THEP	-3.21769670674506
TING	-3.2226883976423
THOU	-3.23696835470377
ANDA	-3.25274356992747
EWAS	-3.26267671141398
OUGH	-3.2661549757903
ATHE	-3.29352975360061
MENT	-3.29936590933533
ERRE	-3.30795741594713
GTHE	-3.33325193535098
ONTH	-3.35016168538144
THEW	-3.35633894427352
INGH	-3.35681570232784
THEI	-3.35920290804494
HAVE	-3.36736230056496
HICH	-3.36736230056496
WHIC	-3.37219322783462
EHAD	-3.37364706865285
HEHA	-3.38978039340394
ANDH	-3.3952165323162
VERY	-3.40018425241814
PIER	-3.40167939348909
UGHT	-3.40818429508521
IERR	-3.4208139148407
NING	-3.4228495389533
NDER	-3.42642188263499
ATIO	-3.42744490062703
SOME	-3.42795680235308
SELF	-3.43566694077905
OUND	-3.43721612776588
KING	-3.44291710200411
HTHE	-3.44343698764098
EDAN	-3.44499826820793
YAND	-3.45126788122153
THED	-3.45126788122153
ANDW	-3.45336651787845
ANDR	-3.45441749012442
EFOR	-3.45863245948373
EDHI	-3.46286527003635
ERTH	-3.48105731802363
YTHE	-3.48159742065626
RAND	-3.48538632911322
ERED	-3.49300748739429
THEE	-3.49793765350215
NDRE	-3.50620899925283
HEWA	-3.51902611536662
HESA	-3.55035878386576
THEO	-3.55383704824208
THEH	-3.55383704824208
THEA	-3.56024545933756
HATT	-3.56200035888124
HATH	-3.5755578904433
RING	-3.57615153842749
